Name,City,Country Code,Days,Start Time Hour,Start Time Minute,End Time Hour,End Time Minute
lucis at the orchard phoenix,Phoenix,US,0,06,00,20,00
lucis at the orchard phoenix,Phoenix,US,1,06,00,20,00
lucis at the orchard phoenix,Phoenix,US,2,06,00,20,00
lucis at the orchard phoenix,Phoenix,US,3,06,00,20,00
lucis at the orchard phoenix,Phoenix,US,4,06,00,20,00
lucis at the orchard phoenix,Phoenix,US,5,06,00,20,00
lucis at the orchard phoenix,Phoenix,US,6,06,00,20,00
lucki thai las vegas,Las Vegas,US,0,11,00,22,00
lucki thai las vegas,Las Vegas,US,1,11,00,22,00
lucki thai las vegas,Las Vegas,US,2,11,00,22,00
lucki thai las vegas,Las Vegas,US,3,11,00,22,00
lucki thai las vegas,Las Vegas,US,4,11,00,22,00
lucki thai las vegas,Las Vegas,US,5,11,00,22,00
lucki thai las vegas,Las Vegas,US,6,11,00,22,00
lucky palace korean restaurant houston,Houston,US,0,11,00,15,00
lucky palace korean restaurant houston,Houston,US,0,17,00,22,00
lucky palace korean restaurant houston,Houston,US,2,11,00,15,00
lucky palace korean restaurant houston,Houston,US,2,17,00,22,00
lucky palace korean restaurant houston,Houston,US,3,11,00,15,00
lucky palace korean restaurant houston,Houston,US,3,17,00,22,00
lucky palace korean restaurant houston,Houston,US,4,11,00,22,30
lucky palace korean restaurant houston,Houston,US,5,11,00,22,30
lucky palace korean restaurant houston,Houston,US,6,11,00,22,00
luckys lounge boston,Boston,US,0,11,30,02,00
luckys lounge boston,Boston,US,1,11,30,02,00
luckys lounge boston,Boston,US,2,11,30,02,00
luckys lounge boston,Boston,US,3,11,30,02,00
luckys lounge boston,Boston,US,4,11,30,02,00
luckys lounge boston,Boston,US,5,10,00,02,00
luckys lounge boston,Boston,US,6,10,00,02,00
lucy ethiopian cafe boston,Boston,US,0,11,00,21,00
lucy ethiopian cafe boston,Boston,US,1,11,00,21,00
lucy ethiopian cafe boston,Boston,US,2,11,00,21,00
lucy ethiopian cafe boston,Boston,US,3,11,00,21,00
lucy ethiopian cafe boston,Boston,US,4,11,00,21,00
lucy ethiopian cafe boston,Boston,US,5,10,30,21,30
lucy ethiopian cafe boston,Boston,US,6,10,30,21,00
lucy ethiopian restaurant and bar las vegas,Las Vegas,US,0,07,00,04,00
lucy ethiopian restaurant and bar las vegas,Las Vegas,US,1,07,00,04,00
lucy ethiopian restaurant and bar las vegas,Las Vegas,US,2,07,00,04,00
lucy ethiopian restaurant and bar las vegas,Las Vegas,US,3,07,00,04,00
lucy ethiopian restaurant and bar las vegas,Las Vegas,US,4,07,00,04,00
lucy ethiopian restaurant and bar las vegas,Las Vegas,US,5,07,00,04,00
lucy ethiopian restaurant and bar las vegas,Las Vegas,US,6,07,00,04,00
ludis seattle,Seattle,US,0,06,00,22,00
ludis seattle,Seattle,US,1,06,00,22,00
ludis seattle,Seattle,US,2,06,00,22,00
ludis seattle,Seattle,US,3,06,00,22,00
ludis seattle,Seattle,US,4,06,00,22,00
ludis seattle,Seattle,US,5,06,00,22,00
ludis seattle,Seattle,US,6,06,00,22,00
luellas southern kitchen chicago,Chicago,US,0,17,00,22,00
luellas southern kitchen chicago,Chicago,US,1,11,30,22,00
luellas southern kitchen chicago,Chicago,US,2,11,30,22,00
luellas southern kitchen chicago,Chicago,US,3,11,30,22,00
luellas southern kitchen chicago,Chicago,US,4,11,30,22,00
luellas southern kitchen chicago,Chicago,US,5,10,00,22,00
luellas southern kitchen chicago,Chicago,US,6,10,00,20,00
luigis cucina italiana houston,Houston,US,0,11,00,14,00
luigis cucina italiana houston,Houston,US,0,17,00,21,00
luigis cucina italiana houston,Houston,US,1,11,00,14,00
luigis cucina italiana houston,Houston,US,1,17,00,21,00
luigis cucina italiana houston,Houston,US,2,11,00,14,00
luigis cucina italiana houston,Houston,US,2,17,00,21,00
luigis cucina italiana houston,Houston,US,3,11,00,14,00
luigis cucina italiana houston,Houston,US,3,17,00,21,00
luigis cucina italiana houston,Houston,US,4,11,00,14,00
luigis cucina italiana houston,Houston,US,4,17,00,22,00
luigis cucina italiana houston,Houston,US,5,17,00,22,00
luigis pizzeria houston,Houston,US,0,11,00,22,00
luigis pizzeria houston,Houston,US,1,11,00,22,00
luigis pizzeria houston,Houston,US,2,11,00,22,00
luigis pizzeria houston,Houston,US,3,11,00,22,00
luigis pizzeria houston,Houston,US,4,11,00,23,00
luigis pizzeria houston,Houston,US,5,11,00,23,00
luigis pizzeria houston,Houston,US,6,12,00,20,00
luisas pasta houston,Houston,US,0,11,00,14,30
luisas pasta houston,Houston,US,1,11,00,14,30
luisas pasta houston,Houston,US,2,11,00,14,30
luisas pasta houston,Houston,US,3,11,00,14,30
luisas pasta houston,Houston,US,4,11,00,14,30
lukes lobster washington,Washington,US,0,11,00,21,00
lukes lobster washington,Washington,US,1,11,00,21,00
lukes lobster washington,Washington,US,2,11,00,21,00
lukes lobster washington,Washington,US,3,11,00,21,00
lukes lobster washington,Washington,US,4,11,00,21,00
lukes lobster washington,Washington,US,5,11,00,21,00
lukes lobster washington,Washington,US,6,11,00,21,00
lukes lobster washington,Washington,US,0,11,00,21,00
lukes lobster washington,Washington,US,1,11,00,21,00
lukes lobster washington,Washington,US,2,11,00,21,00
lukes lobster washington,Washington,US,3,11,00,22,00
lukes lobster washington,Washington,US,4,11,00,22,00
lukes lobster washington,Washington,US,5,11,00,22,00
lukes lobster washington,Washington,US,6,11,00,21,00
lula cafe chicago,Chicago,US,0,09,00,22,00
lula cafe chicago,Chicago,US,2,09,00,22,00
lula cafe chicago,Chicago,US,3,09,00,22,00
lula cafe chicago,Chicago,US,4,09,00,23,00
lula cafe chicago,Chicago,US,5,09,00,23,00
lula cafe chicago,Chicago,US,6,09,00,22,00
lulu and po brooklyn,Brooklyn,US,2,18,00,22,00
lulu and po brooklyn,Brooklyn,US,3,18,00,22,00
lulu and po brooklyn,Brooklyn,US,4,18,00,23,00
lulu and po brooklyn,Brooklyn,US,5,18,00,23,00
lulu and po brooklyn,Brooklyn,US,6,17,00,22,00
lulus allston boston,Boston,US,0,11,30,01,00
lulus allston boston,Boston,US,1,11,30,01,00
lulus allston boston,Boston,US,2,11,30,01,00
lulus allston boston,Boston,US,3,11,30,01,00
lulus allston boston,Boston,US,4,11,30,01,00
lulus allston boston,Boston,US,5,10,30,01,00
lulus allston boston,Boston,US,6,10,30,01,00
luna azul seattle,Seattle,US,0,10,00,22,00
luna azul seattle,Seattle,US,1,10,00,22,00
luna azul seattle,Seattle,US,2,10,00,22,00
luna azul seattle,Seattle,US,3,10,00,22,00
luna azul seattle,Seattle,US,4,10,00,23,00
luna azul seattle,Seattle,US,5,10,00,23,00
luna azul seattle,Seattle,US,6,10,00,21,00
luna pizzeria houston,Houston,US,0,11,00,22,00
luna pizzeria houston,Houston,US,1,11,00,22,00
luna pizzeria houston,Houston,US,2,11,00,22,00
luna pizzeria houston,Houston,US,3,11,00,22,00
luna pizzeria houston,Houston,US,4,11,00,22,00
luna pizzeria houston,Houston,US,5,11,00,22,00
luna pizzeria houston,Houston,US,6,11,00,22,00
luna y sol mexican grill houston,Houston,US,1,10,00,21,00
luna y sol mexican grill houston,Houston,US,2,10,00,21,00
luna y sol mexican grill houston,Houston,US,3,10,00,21,00
luna y sol mexican grill houston,Houston,US,4,10,00,22,00
luna y sol mexican grill houston,Houston,US,5,09,00,22,00
luna y sol mexican grill houston,Houston,US,6,09,00,15,00
lunas living kitchen charlotte,Charlotte,US,0,08,00,21,00
lunas living kitchen charlotte,Charlotte,US,1,08,00,21,00
lunas living kitchen charlotte,Charlotte,US,2,08,00,21,00
lunas living kitchen charlotte,Charlotte,US,3,08,00,21,00
lunas living kitchen charlotte,Charlotte,US,4,08,00,21,00
lunas living kitchen charlotte,Charlotte,US,5,08,00,21,00
lunch box etc houston,Houston,US,0,06,00,20,00
lunch box etc houston,Houston,US,1,06,00,20,00
lunch box etc houston,Houston,US,2,06,00,20,00
lunch box etc houston,Houston,US,3,06,00,20,00
lunch box etc houston,Houston,US,4,06,00,20,00
lunch box etc houston,Houston,US,5,06,00,20,00
lunch box san jose,San Jose,US,0,10,00,02,00
lunch box san jose,San Jose,US,1,10,00,02,00
lunch box san jose,San Jose,US,2,10,00,02,00
lunch box san jose,San Jose,US,3,10,00,02,00
lunch box san jose,San Jose,US,4,10,00,02,00
lunch box san jose,San Jose,US,5,10,00,02,00
lunch box san jose,San Jose,US,6,10,00,02,00
lunch break phoenix,Phoenix,US,0,07,00,14,30
lunch break phoenix,Phoenix,US,1,07,00,14,30
lunch break phoenix,Phoenix,US,2,07,00,14,30
lunch break phoenix,Phoenix,US,3,07,00,14,30
lunch break phoenix,Phoenix,US,4,07,00,14,30
lunch time cafe phoenix,Phoenix,US,0,07,00,15,00
lunch time cafe phoenix,Phoenix,US,1,07,00,15,00
lunch time cafe phoenix,Phoenix,US,2,07,00,15,00
lunch time cafe phoenix,Phoenix,US,3,07,00,15,00
lunch time cafe phoenix,Phoenix,US,4,07,00,15,00
lunchbox laboratory seattle,Seattle,US,0,11,00,23,00
lunchbox laboratory seattle,Seattle,US,1,11,00,23,00
lunchbox laboratory seattle,Seattle,US,2,11,00,23,00
lunchbox laboratory seattle,Seattle,US,3,11,00,23,00
lunchbox laboratory seattle,Seattle,US,4,11,00,23,00
lunchbox laboratory seattle,Seattle,US,5,11,00,23,00
lunchbox laboratory seattle,Seattle,US,6,11,00,23,00
lunchtime global detroit,Detroit,US,0,07,30,17,30
lunchtime global detroit,Detroit,US,1,07,30,17,30
lunchtime global detroit,Detroit,US,2,07,30,17,30
lunchtime global detroit,Detroit,US,3,07,30,17,30
lunchtime global detroit,Detroit,US,4,07,30,17,30
lunitas brooklyn,Brooklyn,US,0,07,00,18,00
lunitas brooklyn,Brooklyn,US,1,07,00,18,00
lunitas brooklyn,Brooklyn,US,2,07,00,18,00
lunitas brooklyn,Brooklyn,US,3,07,00,18,00
lunitas brooklyn,Brooklyn,US,4,07,00,18,00
lunitas brooklyn,Brooklyn,US,5,08,00,18,00
lunitas brooklyn,Brooklyn,US,6,08,00,18,00
lupies cafe charlotte,Charlotte,US,0,11,00,22,00
lupies cafe charlotte,Charlotte,US,1,11,00,22,00
lupies cafe charlotte,Charlotte,US,2,11,00,22,00
lupies cafe charlotte,Charlotte,US,3,11,00,22,00
lupies cafe charlotte,Charlotte,US,4,11,00,22,00
lupies cafe charlotte,Charlotte,US,5,12,00,22,00
lupitas hot dogs phoenix,Phoenix,US,0,18,00,23,00
lupitas hot dogs phoenix,Phoenix,US,1,18,00,23,00
lupitas hot dogs phoenix,Phoenix,US,2,18,00,23,00
lupitas hot dogs phoenix,Phoenix,US,3,18,00,23,00
lupitas hot dogs phoenix,Phoenix,US,4,18,00,02,00
lupitas hot dogs phoenix,Phoenix,US,5,18,00,02,00
lupitas hot dogs phoenix,Phoenix,US,6,18,00,23,00
luv me tenders houston,Houston,US,0,11,00,21,00
luv me tenders houston,Houston,US,1,11,00,21,00
luv me tenders houston,Houston,US,2,11,00,21,00
luv me tenders houston,Houston,US,3,11,00,21,00
luv me tenders houston,Houston,US,4,11,00,22,00
luv me tenders houston,Houston,US,5,11,00,22,00
luv me tenders houston,Houston,US,6,11,00,21,00
lux central phoenix,Phoenix,US,0,06,00,00,00
lux central phoenix,Phoenix,US,1,06,00,00,00
lux central phoenix,Phoenix,US,2,06,00,00,00
lux central phoenix,Phoenix,US,3,06,00,00,00
lux central phoenix,Phoenix,US,4,06,00,02,00
lux central phoenix,Phoenix,US,5,06,00,02,00
lux central phoenix,Phoenix,US,6,06,00,00,00
lv food junky las vegas,Las Vegas,US,0,12,00,00,00
lv food junky las vegas,Las Vegas,US,1,12,00,00,00
lv food junky las vegas,Las Vegas,US,2,12,00,00,00
lv food junky las vegas,Las Vegas,US,3,12,00,00,00
lv food junky las vegas,Las Vegas,US,4,12,00,00,00
lv food junky las vegas,Las Vegas,US,5,12,00,00,00
lv food junky las vegas,Las Vegas,US,6,12,00,00,00
lyfe kitchen chicago,Chicago,US,0,11,00,21,00
lyfe kitchen chicago,Chicago,US,1,11,00,21,00
lyfe kitchen chicago,Chicago,US,2,11,00,21,00
lyfe kitchen chicago,Chicago,US,3,11,00,21,00
lyfe kitchen chicago,Chicago,US,4,11,00,21,00
lyfe kitchen chicago,Chicago,US,5,08,00,21,00
lyfe kitchen chicago,Chicago,US,6,08,00,21,00
m and m bbq birmingham,Birmingham,US,0,06,00,15,00
m and m bbq birmingham,Birmingham,US,1,06,00,15,00
m and m bbq birmingham,Birmingham,US,2,06,00,15,00
m and m bbq birmingham,Birmingham,US,3,06,00,15,00
m and m bbq birmingham,Birmingham,US,4,06,00,15,00
m and m soul food cafe las vegas,Las Vegas,US,0,07,00,20,00
m and m soul food cafe las vegas,Las Vegas,US,1,07,00,20,00
m and m soul food cafe las vegas,Las Vegas,US,2,07,00,20,00
m and m soul food cafe las vegas,Las Vegas,US,3,07,00,20,00
m and m soul food cafe las vegas,Las Vegas,US,4,07,00,20,00
m and m soul food cafe las vegas,Las Vegas,US,5,07,00,20,00
m and m soul food cafe las vegas,Las Vegas,US,6,07,00,20,00
ma maison boston,Boston,US,0,11,30,22,00
ma maison boston,Boston,US,1,11,30,22,00
ma maison boston,Boston,US,2,11,30,22,00
ma maison boston,Boston,US,3,11,30,22,00
ma maison boston,Boston,US,4,11,30,22,00
ma maison boston,Boston,US,5,11,30,22,00
mabel gray hazel park,Hazel Park,US,1,17,00,22,00
mabel gray hazel park,Hazel Park,US,2,17,00,22,00
mabel gray hazel park,Hazel Park,US,3,17,00,22,00
mabel gray hazel park,Hazel Park,US,4,17,00,23,00
mabel gray hazel park,Hazel Park,US,5,16,00,23,00
maccabees at midtown detroit,Detroit,US,1,11,00,21,00
maccabees at midtown detroit,Detroit,US,2,11,00,21,00
maccabees at midtown detroit,Detroit,US,3,11,00,21,00
maccabees at midtown detroit,Detroit,US,4,11,00,00,00
maccabees at midtown detroit,Detroit,US,5,11,00,00,00
maccabees at midtown detroit,Detroit,US,6,11,00,16,00
machete tequila tacos denver,Denver,US,0,11,00,22,00
machete tequila tacos denver,Denver,US,1,11,00,22,00
machete tequila tacos denver,Denver,US,2,11,00,23,00
machete tequila tacos denver,Denver,US,3,11,00,00,00
machete tequila tacos denver,Denver,US,4,11,00,01,00
machete tequila tacos denver,Denver,US,5,11,00,01,00
machete tequila tacos denver,Denver,US,6,11,00,22,00
machete tequila tacos denver,Denver,US,0,11,00,22,00
machete tequila tacos denver,Denver,US,1,11,00,22,00
machete tequila tacos denver,Denver,US,2,11,00,22,00
machete tequila tacos denver,Denver,US,3,11,00,00,00
machete tequila tacos denver,Denver,US,4,11,00,00,00
machete tequila tacos denver,Denver,US,5,11,00,00,00
machete tequila tacos denver,Denver,US,6,11,00,22,00
macintyres washington,Washington,US,0,11,00,01,30
macintyres washington,Washington,US,1,11,00,01,30
macintyres washington,Washington,US,2,11,00,01,30
macintyres washington,Washington,US,3,11,00,01,30
macintyres washington,Washington,US,4,11,00,02,30
macintyres washington,Washington,US,5,11,00,02,30
macintyres washington,Washington,US,6,11,00,01,30
macon bistro and larder washington,Washington,US,0,17,00,22,00
macon bistro and larder washington,Washington,US,1,17,00,22,00
macon bistro and larder washington,Washington,US,2,17,00,22,00
macon bistro and larder washington,Washington,US,3,17,00,22,00
macon bistro and larder washington,Washington,US,4,17,00,23,00
macon bistro and larder washington,Washington,US,5,17,00,23,00
macon bistro and larder washington,Washington,US,6,10,00,14,00
macon bistro and larder washington,Washington,US,6,17,00,22,00
macs speed shop charlotte,Charlotte,US,0,11,00,00,00
macs speed shop charlotte,Charlotte,US,1,11,00,00,00
macs speed shop charlotte,Charlotte,US,2,11,00,00,00
macs speed shop charlotte,Charlotte,US,3,11,00,00,00
macs speed shop charlotte,Charlotte,US,4,11,00,00,00
macs speed shop charlotte,Charlotte,US,5,11,00,00,00
macs speed shop charlotte,Charlotte,US,6,11,00,00,00
mad boiler chicago,Chicago,US,0,15,00,00,00
mad boiler chicago,Chicago,US,1,15,00,00,00
mad boiler chicago,Chicago,US,2,15,00,00,00
mad boiler chicago,Chicago,US,3,15,00,00,00
mad boiler chicago,Chicago,US,4,15,00,00,00
mad boiler chicago,Chicago,US,5,12,00,00,00
mad boiler chicago,Chicago,US,6,12,00,21,00
mad love chicago,Chicago,US,1,11,00,20,00
mad love chicago,Chicago,US,2,11,00,20,00
mad love chicago,Chicago,US,3,11,00,20,00
mad love chicago,Chicago,US,4,11,00,20,00
mad love chicago,Chicago,US,5,11,00,20,00
maddies restaurant denver,Denver,US,1,07,00,14,00
maddies restaurant denver,Denver,US,2,07,00,14,00
maddies restaurant denver,Denver,US,3,07,00,14,00
maddies restaurant denver,Denver,US,4,07,00,14,00
maddies restaurant denver,Denver,US,5,07,00,14,00
maddies restaurant denver,Denver,US,6,07,00,14,00
madison kitchen seattle,Seattle,US,0,08,00,17,00
madison kitchen seattle,Seattle,US,1,08,00,17,00
madison kitchen seattle,Seattle,US,2,08,00,17,00
madison kitchen seattle,Seattle,US,3,08,00,17,00
madison kitchen seattle,Seattle,US,4,08,00,17,00
madison kitchen seattle,Seattle,US,5,08,00,15,00
madison kitchen seattle,Seattle,US,6,08,00,15,00
mafiaozas birmingham birmingham,Birmingham,US,1,17,00,00,00
mafiaozas birmingham birmingham,Birmingham,US,2,17,00,22,00
mafiaozas birmingham birmingham,Birmingham,US,3,17,00,22,00
mafiaozas birmingham birmingham,Birmingham,US,4,11,00,00,00
mafiaozas birmingham birmingham,Birmingham,US,5,11,00,00,00
mafiaozas birmingham birmingham,Birmingham,US,6,11,00,22,00
maggianos little italy boston,Boston,US,0,11,30,22,00
maggianos little italy boston,Boston,US,1,11,30,22,00
maggianos little italy boston,Boston,US,2,11,30,22,00
maggianos little italy boston,Boston,US,3,11,30,22,00
maggianos little italy boston,Boston,US,4,11,30,23,00
maggianos little italy boston,Boston,US,5,11,30,23,00
maggianos little italy boston,Boston,US,6,11,30,22,00
maggianos little italy las vegas,Las Vegas,US,0,11,00,23,00
maggianos little italy las vegas,Las Vegas,US,1,11,00,23,00
maggianos little italy las vegas,Las Vegas,US,2,11,00,23,00
maggianos little italy las vegas,Las Vegas,US,3,11,00,23,00
maggianos little italy las vegas,Las Vegas,US,4,11,00,23,00
maggianos little italy las vegas,Las Vegas,US,5,11,00,23,00
maggianos little italy las vegas,Las Vegas,US,6,11,00,23,00
magic city grille birmingham,Birmingham,US,0,07,00,15,00
magic city grille birmingham,Birmingham,US,1,07,00,15,00
magic city grille birmingham,Birmingham,US,2,07,00,15,00
magic city grille birmingham,Birmingham,US,3,07,00,15,00
magic city grille birmingham,Birmingham,US,4,07,00,15,00
magic city grille birmingham,Birmingham,US,6,09,30,17,00
magic dragon seattle,Seattle,US,0,10,30,21,30
magic dragon seattle,Seattle,US,1,10,30,21,30
magic dragon seattle,Seattle,US,2,10,30,21,30
magic dragon seattle,Seattle,US,3,10,30,21,30
magic dragon seattle,Seattle,US,4,10,30,21,30
magic dragon seattle,Seattle,US,5,11,00,21,30
magnolia bbq and fish birmingham,Birmingham,US,1,10,30,17,30
magnolia bbq and fish birmingham,Birmingham,US,2,10,30,17,30
magnolia bbq and fish birmingham,Birmingham,US,3,10,30,18,00
magnolia bbq and fish birmingham,Birmingham,US,4,10,30,18,00
magnolia bbq and fish birmingham,Birmingham,US,5,10,30,18,00
maiella long island city,Long Island City,US,0,17,00,23,00
maiella long island city,Long Island City,US,1,17,00,23,00
maiella long island city,Long Island City,US,2,17,00,23,00
maiella long island city,Long Island City,US,3,17,00,23,00
maiella long island city,Long Island City,US,4,17,00,23,00
maiella long island city,Long Island City,US,5,11,30,15,30
maiella long island city,Long Island City,US,5,16,00,23,00
maiella long island city,Long Island City,US,6,11,30,15,30
maiella long island city,Long Island City,US,6,16,00,22,00
maiko bar and bistro houston,Houston,US,0,11,00,22,00
maiko bar and bistro houston,Houston,US,1,11,00,22,00
maiko bar and bistro houston,Houston,US,2,11,00,22,00
maiko bar and bistro houston,Houston,US,3,11,00,22,00
maiko bar and bistro houston,Houston,US,4,11,00,23,00
maiko bar and bistro houston,Houston,US,5,12,00,23,00
maiko bar and bistro houston,Houston,US,6,12,00,22,00
main street burgers san jose,San Jose,US,0,11,00,20,30
main street burgers san jose,San Jose,US,1,11,00,20,30
main street burgers san jose,San Jose,US,2,11,00,20,30
main street burgers san jose,San Jose,US,3,11,00,21,00
main street burgers san jose,San Jose,US,4,11,00,21,00
main street burgers san jose,San Jose,US,5,11,00,21,00
main street burgers san jose,San Jose,US,6,11,00,20,30
maine ly sandwiches houston,Houston,US,0,11,00,21,00
maine ly sandwiches houston,Houston,US,1,11,00,21,00
maine ly sandwiches houston,Houston,US,2,11,00,21,00
maine ly sandwiches houston,Houston,US,3,11,00,21,00
maine ly sandwiches houston,Houston,US,4,11,00,21,00
maine ly sandwiches houston,Houston,US,5,11,00,21,00
maine ly sandwiches houston,Houston,US,6,11,00,21,00
mais restaurant houston,Houston,US,0,11,00,03,00
mais restaurant houston,Houston,US,1,11,00,03,00
mais restaurant houston,Houston,US,2,11,00,03,00
mais restaurant houston,Houston,US,3,11,00,03,00
mais restaurant houston,Houston,US,4,11,00,04,00
mais restaurant houston,Houston,US,5,11,00,04,00
maison cr pes houston,Houston,US,1,07,00,16,00
maison cr pes houston,Houston,US,2,07,00,16,00
maison cr pes houston,Houston,US,3,07,00,16,00
maison cr pes houston,Houston,US,4,07,00,16,00
maison cr pes houston,Houston,US,5,09,00,16,00
maison cr pes houston,Houston,US,6,09,00,16,00
maiwand kabob san jose,San Jose,US,1,11,00,20,00
maiwand kabob san jose,San Jose,US,2,11,00,20,00
maiwand kabob san jose,San Jose,US,3,11,00,20,00
maiwand kabob san jose,San Jose,US,4,11,00,20,00
maiwand kabob san jose,San Jose,US,5,11,00,20,00
maiwand kabob san jose,San Jose,US,6,12,00,19,00
majestic caf  detroit,Detroit,US,2,11,00,02,00
majestic caf  detroit,Detroit,US,3,11,00,02,00
majestic caf  detroit,Detroit,US,4,11,00,02,00
majestic caf  detroit,Detroit,US,5,11,00,02,00
majestic caf  detroit,Detroit,US,6,10,00,02,00
makarios birmingham,Birmingham,US,0,10,00,00,00
makarios birmingham,Birmingham,US,1,10,00,00,00
makarios birmingham,Birmingham,US,2,10,00,00,00
makarios birmingham,Birmingham,US,3,10,00,00,00
makarios birmingham,Birmingham,US,4,10,00,01,00
makarios birmingham,Birmingham,US,5,10,00,01,00
makarios birmingham,Birmingham,US,6,10,00,00,00
maketto washington,Washington,US,0,07,00,22,00
maketto washington,Washington,US,1,07,00,22,00
maketto washington,Washington,US,2,07,00,22,00
maketto washington,Washington,US,3,07,00,23,00
maketto washington,Washington,US,4,07,00,00,00
maketto washington,Washington,US,5,07,00,00,00
maketto washington,Washington,US,6,07,00,17,00
maki fresh birmingham,Birmingham,US,0,07,00,15,00
maki fresh birmingham,Birmingham,US,1,07,00,15,00
maki fresh birmingham,Birmingham,US,2,07,00,15,00
maki fresh birmingham,Birmingham,US,3,07,00,15,00
maki fresh birmingham,Birmingham,US,4,07,00,15,00
makino sushi and seafood buffet las vegas,Las Vegas,US,0,11,30,14,30
makino sushi and seafood buffet las vegas,Las Vegas,US,0,17,00,21,00
makino sushi and seafood buffet las vegas,Las Vegas,US,1,11,30,14,30
makino sushi and seafood buffet las vegas,Las Vegas,US,1,17,00,21,00
makino sushi and seafood buffet las vegas,Las Vegas,US,2,11,30,14,30
makino sushi and seafood buffet las vegas,Las Vegas,US,2,17,00,21,00
makino sushi and seafood buffet las vegas,Las Vegas,US,3,11,30,14,30
makino sushi and seafood buffet las vegas,Las Vegas,US,3,17,00,21,00
makino sushi and seafood buffet las vegas,Las Vegas,US,4,11,30,15,00
makino sushi and seafood buffet las vegas,Las Vegas,US,4,17,00,21,00
makino sushi and seafood buffet las vegas,Las Vegas,US,5,11,30,15,00
makino sushi and seafood buffet las vegas,Las Vegas,US,5,17,00,21,00
makino sushi and seafood buffet las vegas,Las Vegas,US,6,11,30,15,00
makino sushi and seafood buffet las vegas,Las Vegas,US,6,17,00,21,00
makoto restaurant washington,Washington,US,1,18,30,20,30
makoto restaurant washington,Washington,US,2,18,30,20,30
makoto restaurant washington,Washington,US,3,18,30,20,30
makoto restaurant washington,Washington,US,4,18,30,21,30
makoto restaurant washington,Washington,US,5,17,00,21,30
mala restaurant boston,Boston,US,0,11,00,23,00
mala restaurant boston,Boston,US,1,11,00,23,00
mala restaurant boston,Boston,US,2,11,00,23,00
mala restaurant boston,Boston,US,3,11,00,23,00
mala restaurant boston,Boston,US,4,11,00,23,00
mala restaurant boston,Boston,US,5,11,00,23,00
mala restaurant boston,Boston,US,6,11,00,23,00
mala sichuan bistro houston,Houston,US,0,11,30,15,00
mala sichuan bistro houston,Houston,US,0,17,00,22,30
mala sichuan bistro houston,Houston,US,1,11,30,15,00
mala sichuan bistro houston,Houston,US,1,17,00,22,30
mala sichuan bistro houston,Houston,US,2,11,30,15,30
mala sichuan bistro houston,Houston,US,2,17,00,22,30
mala sichuan bistro houston,Houston,US,3,11,30,15,00
mala sichuan bistro houston,Houston,US,3,17,00,22,30
mala sichuan bistro houston,Houston,US,4,11,30,22,30
mala sichuan bistro houston,Houston,US,5,11,30,22,30
mala sichuan bistro houston,Houston,US,6,11,30,22,00
malabar charlotte,Charlotte,US,0,11,30,15,00
malabar charlotte,Charlotte,US,0,17,00,22,00
malabar charlotte,Charlotte,US,1,11,30,15,00
malabar charlotte,Charlotte,US,1,17,00,22,00
malabar charlotte,Charlotte,US,2,11,30,15,00
malabar charlotte,Charlotte,US,2,17,00,22,00
malabar charlotte,Charlotte,US,3,11,30,15,00
malabar charlotte,Charlotte,US,3,17,00,22,00
malabar charlotte,Charlotte,US,4,11,30,15,00
malabar charlotte,Charlotte,US,4,17,00,23,00
malabar charlotte,Charlotte,US,5,17,00,23,00
malatesta trattoria new york,New York,US,0,17,30,23,30
malatesta trattoria new york,New York,US,1,17,30,23,30
malatesta trattoria new york,New York,US,2,17,30,23,30
malatesta trattoria new york,New York,US,3,17,30,23,30
malatesta trattoria new york,New York,US,4,17,30,23,30
malatesta trattoria new york,New York,US,5,12,00,15,45
malatesta trattoria new york,New York,US,5,17,30,23,30
malatesta trattoria new york,New York,US,6,12,00,15,30
malatesta trattoria new york,New York,US,6,17,00,22,30
mama ayeshas washington,Washington,US,0,12,00,21,30
mama ayeshas washington,Washington,US,1,12,00,21,30
mama ayeshas washington,Washington,US,2,12,00,21,30
mama ayeshas washington,Washington,US,3,12,00,21,30
mama ayeshas washington,Washington,US,4,12,00,22,30
mama ayeshas washington,Washington,US,5,12,00,22,30
mama ayeshas washington,Washington,US,6,12,00,21,30
mama bellas brooklyn,Brooklyn,US,0,15,00,22,00
mama bellas brooklyn,Brooklyn,US,1,15,00,22,00
mama bellas brooklyn,Brooklyn,US,2,15,00,22,00
mama bellas brooklyn,Brooklyn,US,3,15,00,23,00
mama bellas brooklyn,Brooklyn,US,4,15,00,23,00
mama bellas brooklyn,Brooklyn,US,5,15,00,23,00
mama bellas brooklyn,Brooklyn,US,6,15,00,22,00
mama ricottas restaurant charlotte,Charlotte,US,0,11,00,22,00
mama ricottas restaurant charlotte,Charlotte,US,1,11,00,22,00
mama ricottas restaurant charlotte,Charlotte,US,2,11,00,22,00
mama ricottas restaurant charlotte,Charlotte,US,3,11,00,22,00
mama ricottas restaurant charlotte,Charlotte,US,4,11,00,23,00
mama ricottas restaurant charlotte,Charlotte,US,5,11,00,23,00
mama ricottas restaurant charlotte,Charlotte,US,6,11,00,21,00
mama rosa pupuseria houston,Houston,US,0,09,00,20,00
mama rosa pupuseria houston,Houston,US,1,09,00,20,00
mama rosa pupuseria houston,Houston,US,2,09,00,20,00
