,Awards,Awards_Won,Awards_Nominated,Prime_Awards_Nominated,Oscar_Awards_Nominated,Golden_Globe_Awards_Nominated,BAFTA_Awards_Nominated,Prime_Awards_won,Oscar_Awards_won,Golden_Globe_Awards_won,BAFTA_Awards_won
554,1 nomination.,0,1,0,0,0,0,0,0,0,0
555,Nominated for 1 Primetime Emmy. Another 1 win & 26 nominations.,1,27,1,0,0,0,0,0,0,0
556,1 win.,1,0,0,0,0,0,0,0,0,0
557,1 nomination.,0,1,0,0,0,0,0,0,0,0
558,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
559,3 nominations.,0,3,0,0,0,0,0,0,0,0
560,2 nominations.,0,2,0,0,0,0,0,0,0,0
561,3 wins & 13 nominations.,3,13,0,0,0,0,0,0,0,0
562,1 nomination.,0,1,0,0,0,0,0,0,0,0
563,3 wins & 1 nomination.,3,1,0,0,0,0,0,0,0,0
564,6 wins & 13 nominations.,6,13,0,0,0,0,0,0,0,0
565,1 win.,1,0,0,0,0,0,0,0,0,0
566,3 wins & 2 nominations.,3,2,0,0,0,0,0,0,0,0
567,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
568,1 nomination.,0,1,0,0,0,0,0,0,0,0
569,2 wins & 6 nominations.,2,6,0,0,0,0,0,0,0,0
570,2 nominations.,0,2,0,0,0,0,0,0,0,0
571,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
572,1 win.,1,0,0,0,0,0,0,0,0,0
573,10 wins & 5 nominations.,10,5,0,0,0,0,0,0,0,0
574,1 win.,1,0,0,0,0,0,0,0,0,0
575,1 nomination.,0,1,0,0,0,0,0,0,0,0
576,2 nominations.,0,2,0,0,0,0,0,0,0,0
577,1 win.,1,0,0,0,0,0,0,0,0,0
578,2 nominations.,0,2,0,0,0,0,0,0,0,0
579,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
580,2 nominations.,0,2,0,0,0,0,0,0,0,0
581,1 win.,1,0,0,0,0,0,0,0,0,0
582,1 win.,1,0,0,0,0,0,0,0,0,0
583,1 nomination.,0,1,0,0,0,0,0,0,0,0
584,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
585,4 wins.,4,0,0,0,0,0,0,0,0,0
586,Won 1 Primetime Emmy. Another 3 wins & 11 nominations.,4,11,0,0,0,0,1,0,0,0
587,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
588,1 win.,1,0,0,0,0,0,0,0,0,0
589,1 win.,1,0,0,0,0,0,0,0,0,0
590,1 win.,1,0,0,0,0,0,0,0,0,0
591,1 nomination.,0,1,0,0,0,0,0,0,0,0
592,3 nominations.,0,3,0,0,0,0,0,0,0,0
593,6 nominations.,0,6,0,0,0,0,0,0,0,0
594,4 wins & 4 nominations.,4,4,0,0,0,0,0,0,0,0
595,1 nomination.,0,1,0,0,0,0,0,0,0,0
596,2 wins.,2,0,0,0,0,0,0,0,0,0
597,1 win.,1,0,0,0,0,0,0,0,0,0
598,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
599,2 nominations.,0,2,0,0,0,0,0,0,0,0
600,2 wins & 27 nominations.,2,27,0,0,0,0,0,0,0,0
601,1 nomination.,0,1,0,0,0,0,0,0,0,0
602,3 wins & 1 nomination.,3,1,0,0,0,0,0,0,0,0
603,2 wins.,2,0,0,0,0,0,0,0,0,0
604,1 win.,1,0,0,0,0,0,0,0,0,0
605,Won 1 Primetime Emmy. Another 4 nominations.,1,4,0,0,0,0,1,0,0,0
606,1 win.,1,0,0,0,0,0,0,0,0,0
607,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0,0
608,1 win.,1,0,0,0,0,0,0,0,0,0
609,13 wins & 7 nominations.,13,7,0,0,0,0,0,0,0,0
610,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
611,3 wins.,3,0,0,0,0,0,0,0,0,0
612,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
613,1 nomination.,0,1,0,0,0,0,0,0,0,0
614,2 nominations.,0,2,0,0,0,0,0,0,0,0
615,13 wins & 5 nominations.,13,5,0,0,0,0,0,0,0,0
616,2 nominations.,0,2,0,0,0,0,0,0,0,0
617,1 nomination.,0,1,0,0,0,0,0,0,0,0
618,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
619,4 wins & 16 nominations.,4,16,0,0,0,0,0,0,0,0
620,3 nominations.,0,3,0,0,0,0,0,0,0,0
621,1 nomination.,0,1,0,0,0,0,0,0,0,0
622,1 win.,1,0,0,0,0,0,0,0,0,0
623,1 win.,1,0,0,0,0,0,0,0,0,0
624,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
625,1 nomination.,0,1,0,0,0,0,0,0,0,0
626,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
627,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
628,4 nominations.,0,4,0,0,0,0,0,0,0,0
629,1 nomination.,0,1,0,0,0,0,0,0,0,0
630,1 nomination.,0,1,0,0,0,0,0,0,0,0
631,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
632,6 nominations.,0,6,0,0,0,0,0,0,0,0
633,1 nomination.,0,1,0,0,0,0,0,0,0,0
634,1 nomination.,0,1,0,0,0,0,0,0,0,0
635,1 nomination.,0,1,0,0,0,0,0,0,0,0
636,1 nomination.,0,1,0,0,0,0,0,0,0,0
637,2 nominations.,0,2,0,0,0,0,0,0,0,0
638,1 nomination.,0,1,0,0,0,0,0,0,0,0
639,1 nomination.,0,1,0,0,0,0,0,0,0,0
640,1 nomination.,0,1,0,0,0,0,0,0,0,0
641,Nominated for 1 Primetime Emmy. Another 3 nominations.,0,4,1,0,0,0,0,0,0,0
642,1 nomination.,0,1,0,0,0,0,0,0,0,0
643,1 nomination.,0,1,0,0,0,0,0,0,0,0
644,Won 2 Primetime Emmys. Another 2 nominations.,2,2,0,0,0,0,2,0,0,0
645,1 nomination.,0,1,0,0,0,0,0,0,0,0
646,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
647,3 nominations.,0,3,0,0,0,0,0,0,0,0
648,1 nomination.,0,1,0,0,0,0,0,0,0,0
649,1 nomination.,0,1,0,0,0,0,0,0,0,0
650,1 nomination.,0,1,0,0,0,0,0,0,0,0
651,1 nomination.,0,1,0,0,0,0,0,0,0,0
652,1 nomination.,0,1,0,0,0,0,0,0,0,0
653,1 nomination.,0,1,0,0,0,0,0,0,0,0
654,1 nomination.,0,1,0,0,0,0,0,0,0,0
655,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
656,2 nominations.,0,2,0,0,0,0,0,0,0,0
657,Won 1 Oscar. Another 13 wins & 7 nominations.,14,7,0,0,0,0,0,1,0,0
658,Won 1 Oscar. Another 13 wins & 7 nominations.,14,7,0,0,0,0,0,1,0,0
659,Won 3 Golden Globes. Another 13 wins & 19 nominations.,16,19,0,0,0,0,0,0,3,0
660,Won 6 Oscars. Another 48 wins & 28 nominations.,54,28,0,0,0,0,0,6,0,0
661,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
662,1 win.,1,0,0,0,0,0,0,0,0,0
663,1 win.,1,0,0,0,0,0,0,0,0,0
664,Won 18 Primetime Emmys. Another 16 wins & 60 nominations.,34,60,0,0,0,0,18,0,0,0
665,Nominated for 1 Golden Globe. Another 4 wins & 5 nominations.,4,6,0,0,1,0,0,0,0,0
666,5 wins & 16 nominations.,5,16,0,0,0,0,0,0,0,0
667,1 nomination.,0,1,0,0,0,0,0,0,0,0
668,6 wins & 5 nominations.,6,5,0,0,0,0,0,0,0,0
669,5 nominations.,0,5,0,0,0,0,0,0,0,0
670,2 nominations.,0,2,0,0,0,0,0,0,0,0
671,Won 3 Primetime Emmys. Another 34 wins & 89 nominations.,37,89,0,0,0,0,3,0,0,0
672,Nominated for 3 Oscars. Another 19 wins & 40 nominations.,19,43,0,3,0,0,0,0,0,0
673,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0,0
674,1 win & 7 nominations.,1,7,0,0,0,0,0,0,0,0
675,Nominated for 1 Oscar. Another 5 wins & 41 nominations.,5,42,0,1,0,0,0,0,0,0
676,1 win.,1,0,0,0,0,0,0,0,0,0
677,7 wins & 42 nominations.,7,42,0,0,0,0,0,0,0,0
678,Nominated for 1 Oscar. Another 8 wins & 58 nominations.,8,59,0,1,0,0,0,0,0,0
679,Won 1 Oscar. Another 39 wins & 134 nominations.,40,134,0,0,0,0,0,1,0,0
680,3 wins & 23 nominations.,3,23,0,0,0,0,0,0,0,0
681,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0
682,5 wins & 28 nominations.,5,28,0,0,0,0,0,0,0,0
683,Nominated for 1 Oscar. Another 34 wins & 75 nominations.,34,76,0,1,0,0,0,0,0,0
684,2 wins & 21 nominations.,2,21,0,0,0,0,0,0,0,0
685,2 wins & 16 nominations.,2,16,0,0,0,0,0,0,0,0
686,Nominated for 2 Golden Globes. Another 20 wins & 52 nominations.,20,54,0,0,2,0,0,0,0,0
687,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
688,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0,0
689,2 wins & 7 nominations.,2,7,0,0,0,0,0,0,0,0
690,1 win.,1,0,0,0,0,0,0,0,0,0
691,2 nominations.,0,2,0,0,0,0,0,0,0,0
692,Nominated for 2 Oscars. Another 4 wins & 17 nominations.,4,19,0,2,0,0,0,0,0,0
693,1 win & 23 nominations.,1,23,0,0,0,0,0,0,0,0
694,4 wins & 1 nomination.,4,1,0,0,0,0,0,0,0,0
695,1 win & 10 nominations.,1,10,0,0,0,0,0,0,0,0
696,Nominated for 1 Oscar. Another 17 wins & 53 nominations.,17,54,0,1,0,0,0,0,0,0
697,Won 2 Oscars. Another 44 wins & 74 nominations.,46,74,0,0,0,0,0,2,0,0
698,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
699,Nominated for 1 Oscar. Another 6 wins & 46 nominations.,6,47,0,1,0,0,0,0,0,0
700,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
701,2 wins & 11 nominations.,2,11,0,0,0,0,0,0,0,0
702,Nominated for 1 BAFTA Film Award. Another 9 wins & 54 nominations.,9,55,0,0,0,1,0,0,0,0
703,Won 7 Oscars. Another 215 wins & 169 nominations.,222,169,0,0,0,0,0,7,0,0
704,1 nomination.,0,1,0,0,0,0,0,0,0,0
705,Nominated for 1 Oscar. Another 70 wins & 59 nominations.,70,60,0,1,0,0,0,0,0,0
706,4 nominations.,0,4,0,0,0,0,0,0,0,0
707,4 wins & 10 nominations.,4,10,0,0,0,0,0,0,0,0
708,Nominated for 1 Oscar. Another 9 wins & 40 nominations.,9,41,0,1,0,0,0,0,0,0
709,1 win & 9 nominations.,1,9,0,0,0,0,0,0,0,0
710,3 wins & 2 nominations.,3,2,0,0,0,0,0,0,0,0
711,Nominated for 3 Primetime Emmys. Another 14 nominations.,0,17,3,0,0,0,0,0,0,0
712,3 wins & 7 nominations.,3,7,0,0,0,0,0,0,0,0
713,2 nominations.,0,2,0,0,0,0,0,0,0,0
714,5 wins & 31 nominations.,5,31,0,0,0,0,0,0,0,0
715,11 wins & 34 nominations.,11,34,0,0,0,0,0,0,0,0
716,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
717,Nominated for 1 Oscar. Another 13 wins & 59 nominations.,13,60,0,1,0,0,0,0,0,0
718,1 win & 7 nominations.,1,7,0,0,0,0,0,0,0,0
719,1 nomination.,0,1,0,0,0,0,0,0,0,0
720,Nominated for 1 BAFTA Film Award. Another 5 wins & 42 nominations.,5,43,0,0,0,1,0,0,0,0
721,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
722,Nominated for 2 Oscars. Another 12 wins & 63 nominations.,12,65,0,2,0,0,0,0,0,0
723,1 nomination.,0,1,0,0,0,0,0,0,0,0
724,5 nominations.,0,5,0,0,0,0,0,0,0,0
725,1 nomination.,0,1,0,0,0,0,0,0,0,0
726,1 win & 7 nominations.,1,7,0,0,0,0,0,0,0,0
727,14 wins.,14,0,0,0,0,0,0,0,0,0
728,3 nominations.,0,3,0,0,0,0,0,0,0,0
729,2 wins.,2,0,0,0,0,0,0,0,0,0
730,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0
731,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0
732,8 nominations.,0,8,0,0,0,0,0,0,0,0
733,1 nomination.,0,1,0,0,0,0,0,0,0,0
734,4 wins & 10 nominations.,4,10,0,0,0,0,0,0,0,0
735,2 wins & 16 nominations.,2,16,0,0,0,0,0,0,0,0
736,3 wins & 7 nominations.,3,7,0,0,0,0,0,0,0,0
737,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
738,1 nomination.,0,1,0,0,0,0,0,0,0,0
739,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
740,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
741,1 win.,1,0,0,0,0,0,0,0,0,0
742,2 nominations.,0,2,0,0,0,0,0,0,0,0
743,Nominated for 1 Oscar. Another 5 wins & 49 nominations.,5,50,0,1,0,0,0,0,0,0
744,18 wins & 22 nominations.,18,22,0,0,0,0,0,0,0,0
745,Won 2 Golden Globes. Another 25 wins & 162 nominations.,27,162,0,0,0,0,0,0,2,0
746,1 win & 11 nominations.,1,11,0,0,0,0,0,0,0,0
747,Nominated for 1 Oscar. Another 11 wins & 21 nominations.,11,22,0,1,0,0,0,0,0,0
748,3 wins & 29 nominations.,3,29,0,0,0,0,0,0,0,0
749,Nominated for 1 Oscar. Another 15 wins & 42 nominations.,15,43,0,1,0,0,0,0,0,0
750,9 wins & 4 nominations.,9,4,0,0,0,0,0,0,0,0
751,8 wins & 21 nominations.,8,21,0,0,0,0,0,0,0,0
752,1 win & 10 nominations.,1,10,0,0,0,0,0,0,0,0
753,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0
754,1 win.,1,0,0,0,0,0,0,0,0,0
755,Nominated for 1 BAFTA Film Award. Another 2 wins & 4 nominations.,2,5,0,0,0,1,0,0,0,0
756,1 nomination.,0,1,0,0,0,0,0,0,0,0
757,2 nominations.,0,2,0,0,0,0,0,0,0,0
758,5 wins & 7 nominations.,5,7,0,0,0,0,0,0,0,0
759,2 nominations.,0,2,0,0,0,0,0,0,0,0
760,2 wins & 6 nominations.,2,6,0,0,0,0,0,0,0,0
761,Nominated for 1 Golden Globe. Another 21 wins & 59 nominations.,21,60,0,0,1,0,0,0,0,0
762,Nominated for 1 Golden Globe. Another 16 wins & 26 nominations.,16,27,0,0,1,0,0,0,0,0
763,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0
764,1 win.,1,0,0,0,0,0,0,0,0,0
765,8 wins & 6 nominations.,8,6,0,0,0,0,0,0,0,0
766,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
767,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
768,1 win.,1,0,0,0,0,0,0,0,0,0
769,2 wins & 18 nominations.,2,18,0,0,0,0,0,0,0,0
770,16 nominations.,0,16,0,0,0,0,0,0,0,0
771,3 nominations.,0,3,0,0,0,0,0,0,0,0
772,6 wins & 11 nominations.,6,11,0,0,0,0,0,0,0,0
773,2 nominations.,0,2,0,0,0,0,0,0,0,0
774,Nominated for 2 Oscars. Another 48 wins & 92 nominations.,48,94,0,2,0,0,0,0,0,0
775,1 nomination.,0,1,0,0,0,0,0,0,0,0
776,Nominated for 1 Oscar. Another 3 wins & 45 nominations.,3,46,0,1,0,0,0,0,0,0
777,Won 1 Primetime Emmy. Another 1 win & 5 nominations.,2,5,0,0,0,0,1,0,0,0
778,9 wins & 3 nominations.,9,3,0,0,0,0,0,0,0,0
779,1 nomination.,0,1,0,0,0,0,0,0,0,0
780,Won 3 Oscars. Another 234 wins & 312 nominations.,237,312,0,0,0,0,0,3,0,0
781,1 nomination.,0,1,0,0,0,0,0,0,0,0
782,7 nominations.,0,7,0,0,0,0,0,0,0,0
783,1 win.,1,0,0,0,0,0,0,0,0,0
784,3 wins.,3,0,0,0,0,0,0,0,0,0
785,Nominated for 2 Primetime Emmys. Another 1 win & 2 nominations.,1,4,2,0,0,0,0,0,0,0
786,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0
787,4 wins.,4,0,0,0,0,0,0,0,0,0
788,10 wins & 23 nominations.,10,23,0,0,0,0,0,0,0,0
789,2 wins.,2,0,0,0,0,0,0,0,0,0
790,1 win.,1,0,0,0,0,0,0,0,0,0
791,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
792,Nominated for 2 Primetime Emmys. Another 4 wins & 15 nominations.,4,17,2,0,0,0,0,0,0,0
793,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
794,Nominated for 1 Oscar. Another 12 wins & 71 nominations.,12,72,0,1,0,0,0,0,0,0
795,2 nominations.,0,2,0,0,0,0,0,0,0,0
796,Won 1 Golden Globe. Another 4 wins & 16 nominations.,5,16,0,0,0,0,0,0,1,0
797,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
798,2 wins & 18 nominations.,2,18,0,0,0,0,0,0,0,0
799,9 wins & 13 nominations.,9,13,0,0,0,0,0,0,0,0
800,1 nomination.,0,1,0,0,0,0,0,0,0,0
801,5 nominations.,0,5,0,0,0,0,0,0,0,0
802,Nominated for 3 Oscars. Another 11 wins & 69 nominations.,11,72,0,3,0,0,0,0,0,0
803,2 nominations.,0,2,0,0,0,0,0,0,0,0
804,Nominated for 3 Primetime Emmys. Another 2 wins & 48 nominations.,2,51,3,0,0,0,0,0,0,0
805,1 nomination.,0,1,0,0,0,0,0,0,0,0
806,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
807,4 wins & 12 nominations.,4,12,0,0,0,0,0,0,0,0
808,1 win.,1,0,0,0,0,0,0,0,0,0
809,3 wins & 9 nominations.,3,9,0,0,0,0,0,0,0,0
810,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0
811,8 wins & 11 nominations.,8,11,0,0,0,0,0,0,0,0
812,2 nominations.,0,2,0,0,0,0,0,0,0,0
813,3 wins & 4 nominations.,3,4,0,0,0,0,0,0,0,0
814,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
815,1 win.,1,0,0,0,0,0,0,0,0,0
816,1 win & 28 nominations.,1,28,0,0,0,0,0,0,0,0
817,13 wins & 11 nominations.,13,11,0,0,0,0,0,0,0,0
818,1 nomination.,0,1,0,0,0,0,0,0,0,0
819,2 nominations.,0,2,0,0,0,0,0,0,0,0
820,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
821,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
822,Won 1 Oscar. Another 13 wins & 53 nominations.,14,53,0,0,0,0,0,1,0,0
823,1 win.,1,0,0,0,0,0,0,0,0,0
824,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
825,19 wins & 21 nominations.,19,21,0,0,0,0,0,0,0,0
826,1 win.,1,0,0,0,0,0,0,0,0,0
827,1 win & 8 nominations.,1,8,0,0,0,0,0,0,0,0
828,3 wins & 4 nominations.,3,4,0,0,0,0,0,0,0,0
829,1 nomination.,0,1,0,0,0,0,0,0,0,0
830,Nominated for 1 Golden Globe. Another 3 wins & 27 nominations.,3,28,0,0,1,0,0,0,0,0
831,7 wins & 4 nominations.,7,4,0,0,0,0,0,0,0,0
832,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
833,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
834,Nominated for 1 Oscar. Another 64 wins & 169 nominations.,64,170,0,1,0,0,0,0,0,0
835,3 wins & 7 nominations.,3,7,0,0,0,0,0,0,0,0
836,1 win.,1,0,0,0,0,0,0,0,0,0
837,2 wins.,2,0,0,0,0,0,0,0,0,0
838,Won 4 Oscars. Another 122 wins & 213 nominations.,126,213,0,0,0,0,0,4,0,0
839,1 win.,1,0,0,0,0,0,0,0,0,0
840,3 wins & 11 nominations.,3,11,0,0,0,0,0,0,0,0
841,3 wins & 4 nominations.,3,4,0,0,0,0,0,0,0,0
842,3 nominations.,0,3,0,0,0,0,0,0,0,0
843,1 nomination.,0,1,0,0,0,0,0,0,0,0
844,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
845,Won 2 Oscars. Another 72 wins & 57 nominations.,74,57,0,0,0,0,0,2,0,0
846,3 wins & 5 nominations.,3,5,0,0,0,0,0,0,0,0
847,3 nominations.,0,3,0,0,0,0,0,0,0,0
848,1 nomination.,0,1,0,0,0,0,0,0,0,0
849,Nominated for 1 Oscar. Another 6 wins & 45 nominations.,6,46,0,1,0,0,0,0,0,0
850,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
851,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
852,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
853,5 wins & 2 nominations.,5,2,0,0,0,0,0,0,0,0
854,11 nominations.,0,11,0,0,0,0,0,0,0,0
855,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
856,1 nomination.,0,1,0,0,0,0,0,0,0,0
857,1 nomination.,0,1,0,0,0,0,0,0,0,0
858,2 nominations.,0,2,0,0,0,0,0,0,0,0
859,Nominated for 1 Primetime Emmy. Another 1 win & 5 nominations.,1,6,1,0,0,0,0,0,0,0
860,2 nominations.,0,2,0,0,0,0,0,0,0,0
861,7 wins & 18 nominations.,7,18,0,0,0,0,0,0,0,0
862,2 nominations.,0,2,0,0,0,0,0,0,0,0
863,1 win & 19 nominations.,1,19,0,0,0,0,0,0,0,0
864,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
865,23 wins & 27 nominations.,23,27,0,0,0,0,0,0,0,0
866,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
867,2 nominations.,0,2,0,0,0,0,0,0,0,0
868,Nominated for 2 Primetime Emmys. Another 2 wins & 21 nominations.,2,23,2,0,0,0,0,0,0,0
869,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
870,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
871,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
872,Nominated for 6 Golden Globes. Another 43 wins & 92 nominations.,43,98,0,0,6,0,0,0,0,0
873,3 wins & 7 nominations.,3,7,0,0,0,0,0,0,0,0
874,4 wins & 3 nominations.,4,3,0,0,0,0,0,0,0,0
875,2 wins & 7 nominations.,2,7,0,0,0,0,0,0,0,0
876,Won 3 Primetime Emmys. Another 2 wins & 17 nominations.,5,17,0,0,0,0,3,0,0,0
877,2 nominations.,0,2,0,0,0,0,0,0,0,0
878,11 nominations.,0,11,0,0,0,0,0,0,0,0
879,1 win.,1,0,0,0,0,0,0,0,0,0
880,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
881,4 wins & 5 nominations.,4,5,0,0,0,0,0,0,0,0
882,14 wins & 26 nominations.,14,26,0,0,0,0,0,0,0,0
883,4 wins & 9 nominations.,4,9,0,0,0,0,0,0,0,0
884,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
885,3 wins.,3,0,0,0,0,0,0,0,0,0
886,2 wins & 9 nominations.,2,9,0,0,0,0,0,0,0,0
887,1 nomination.,0,1,0,0,0,0,0,0,0,0
888,2 nominations.,0,2,0,0,0,0,0,0,0,0
889,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
890,4 wins & 8 nominations.,4,8,0,0,0,0,0,0,0,0
891,3 wins & 3 nominations.,3,3,0,0,0,0,0,0,0,0
892,2 nominations.,0,2,0,0,0,0,0,0,0,0
893,5 wins & 9 nominations.,5,9,0,0,0,0,0,0,0,0
894,6 nominations.,0,6,0,0,0,0,0,0,0,0
895,4 wins & 9 nominations.,4,9,0,0,0,0,0,0,0,0
896,2 nominations.,0,2,0,0,0,0,0,0,0,0
897,4 nominations.,0,4,0,0,0,0,0,0,0,0
898,11 wins & 6 nominations.,11,6,0,0,0,0,0,0,0,0
899,1 nomination.,0,1,0,0,0,0,0,0,0,0
900,5 wins & 2 nominations.,5,2,0,0,0,0,0,0,0,0
901,Nominated for 1 Golden Globe. Another 12 wins & 35 nominations.,12,36,0,0,1,0,0,0,0,0
902,7 wins & 3 nominations.,7,3,0,0,0,0,0,0,0,0
903,2 wins.,2,0,0,0,0,0,0,0,0,0
904,1 nomination.,0,1,0,0,0,0,0,0,0,0
905,1 win.,1,0,0,0,0,0,0,0,0,0
906,1 win.,1,0,0,0,0,0,0,0,0,0
907,4 nominations.,0,4,0,0,0,0,0,0,0,0
908,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
909,1 win.,1,0,0,0,0,0,0,0,0,0
910,3 nominations.,0,3,0,0,0,0,0,0,0,0
911,1 win.,1,0,0,0,0,0,0,0,0,0
912,7 wins & 4 nominations.,7,4,0,0,0,0,0,0,0,0
913,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
914,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0
915,3 wins & 4 nominations.,3,4,0,0,0,0,0,0,0,0
916,8 nominations.,0,8,0,0,0,0,0,0,0,0
917,1 win.,1,0,0,0,0,0,0,0,0,0
918,10 wins & 38 nominations.,10,38,0,0,0,0,0,0,0,0
919,2 wins.,2,0,0,0,0,0,0,0,0,0
920,Won 2 Golden Globes. Another 7 wins & 54 nominations.,9,54,0,0,0,0,0,0,2,0
921,2 nominations.,0,2,0,0,0,0,0,0,0,0
922,1 nomination.,0,1,0,0,0,0,0,0,0,0
923,1 nomination.,0,1,0,0,0,0,0,0,0,0
924,7 wins & 2 nominations.,7,2,0,0,0,0,0,0,0,0
925,1 nomination.,0,1,0,0,0,0,0,0,0,0
926,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
927,2 nominations.,0,2,0,0,0,0,0,0,0,0
928,1 win.,1,0,0,0,0,0,0,0,0,0
929,1 nomination.,0,1,0,0,0,0,0,0,0,0
930,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
931,1 nomination.,0,1,0,0,0,0,0,0,0,0
932,1 win.,1,0,0,0,0,0,0,0,0,0
933,1 nomination.,0,1,0,0,0,0,0,0,0,0
934,4 wins & 2 nominations.,4,2,0,0,0,0,0,0,0,0
935,Nominated for 1 Primetime Emmy. Another 1 win & 6 nominations.,1,7,1,0,0,0,0,0,0,0
936,4 wins & 7 nominations.,4,7,0,0,0,0,0,0,0,0
937,1 win.,1,0,0,0,0,0,0,0,0,0
938,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
939,1 nomination.,0,1,0,0,0,0,0,0,0,0
940,2 nominations.,0,2,0,0,0,0,0,0,0,0
941,1 nomination.,0,1,0,0,0,0,0,0,0,0
942,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
943,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0
944,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
945,1 nomination.,0,1,0,0,0,0,0,0,0,0
946,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
947,1 win.,1,0,0,0,0,0,0,0,0,0
948,Nominated for 2 Golden Globes. Another 10 wins & 46 nominations.,10,48,0,0,2,0,0,0,0,0
949,8 nominations.,0,8,0,0,0,0,0,0,0,0
950,13 wins & 8 nominations.,13,8,0,0,0,0,0,0,0,0
951,1 nomination.,0,1,0,0,0,0,0,0,0,0
952,1 nomination.,0,1,0,0,0,0,0,0,0,0
953,1 win.,1,0,0,0,0,0,0,0,0,0
954,1 nomination.,0,1,0,0,0,0,0,0,0,0
955,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
956,4 wins & 5 nominations.,4,5,0,0,0,0,0,0,0,0
